disadvantage_id,disadvantage_box_name,disadvantage_name,disadvantage_cost,disadvantage_type,disadvantage_description,disadvantage_source_book,disadvantage_source_page
DIS-067,COBIÇA | -15,COBIÇA,-15,Mental,"
- Você tem paixão por dinheiro.
-Toda vez que algum patrimônio for oferecido como pagamento por um trabalho lícito, proventos de uma aventura, pilhagem ou apenas isca, você terá que conseguir um sucesso em um teste de Vontade para resistir à tentação.
- O Mestre pode modificar esta jogada se a soma envolvida for pequena em comparação com seus bens.
- Pequenas quantias não tentarão (muito) um personagem rico.
- Já um personagem pobre terá que fazer a jogada com um redutor de -5 ou até mais, se houver um rico prêmio à vista. Personagens honestos (veja a seguir) fazem jogadas com um bônus de +5 para resistir a um negócio escuso, e +10 para resistir a um crime inequívoco.
- No entanto, praticamente todos os personagens irão, mais cedo ou mais tarde, fazer alguma coisa ilegal.",Módulo Básico,33
DIS-068,CREDULIDADE | -10,CREDULIDADE,-10,Mental,"
- Nasce um crédulo por minuto e o seu personagem é um deles.
- Uma pessoa crédula acredita em tudo o que ouvir. Ela engolirá a história mais absurda, se ela for contada com convicção.
- Para não acreditar em uma mentira ou em uma verdade improvável, ele deverá ser bem sucedido em um teste de IQ modificado segundo a plausibilidade da história.
- Uma mentira bem contada, ou que envolva algum aspecto com o qual o personagem não tenha familiaridade (“Meu pai é o chefe de polícia desta cidade e ele não irá tolerar isto.”), exige um redutor de -6.
- Uma mentira envolvendo um tópico com o qual o crédulo está familiarizado (“Você não sabia que eles criam patos em sua vila, Torg?”) pede um redutor de -3 e, mesmo uma história totalmente bizarra (“É claro que os esquimós descendem dos conquistadores espanhóis, todo mundo sabe disso”) será engolida, se a vítima falhar em seu teste de IQ.
- Além disso, um personagem crédulo está submetido a um redutor de -3 em qualquer teste de Comércio, ou em qualquer situação onde sua Credulidade possa ser explorada.
- Um crédulo nunca será capaz de aprender a perícia Detecção de Mentiras.",Módulo Básico,33
DIS-069,DISLEXIA GRAVE | -15,DISLEXIA GRAVE,-15,Mental,"
- Você tem uma deficiência grave. (Formas mais amenas de dislexia que não incapacitam são comuns, mas pouco significativas em termos de jogo, a não ser, talvez, como uma peculiaridades.)
- Você é incapaz de aprender a er ou escrever; até mesmo mapas simples e placas de estrada estão além de sua compreensão.
- Você é capaz de estudar qualquer perícia na velocidade normal se tiver um professor.
- Se você tentar estudar uma perícia mental sem um professor, sua velocidade será apenas 1/4 da normal e isto, se a perícia puder ser aprendida através de auto-estudo sem livros (o Mestre pode variar isto conforme as circunstâncias).
- Você é, também, incapaz de aprender magia (pois não é capaz de manejar o simbolismo necessário) embora seja capaz de usar objetos encantados.
- O valor desta desvantagem depende do tipo de cultura na qual o personagem foi criado.
- Primitiva ou medieval (NT menor ou igual a 4):-5 pontos. A maioria das pessoas também não sabe ler.
- Pós-imprensa (NT 5+):-15 pontos. 
- Esta falha lhe trará problemas no dia-a-dia.
- Você será automaticamente analfabeto, mas não receberá pontos por isso.",Módulo Básico,33
DIS-070,DISLEXIA LEVE | -5,DISLEXIA LEVE,-5,Mental,"
- Você tem uma deficiência grave. (Formas mais amenas de dislexia que não incapacitam são comuns, mas pouco significativas em termos de jogo, a não ser, talvez, como uma peculiaridades.)
- Você é incapaz de aprender a er ou escrever; até mesmo mapas simples e placas de estrada estão além de sua compreensão.
- Você é capaz de estudar qualquer perícia na velocidade normal se tiver um professor.
- Se você tentar estudar uma perícia mental sem um professor, sua velocidade será apenas 1/4 da normal e isto, se a perícia puder ser aprendida através de auto-estudo sem livros (o Mestre pode variar isto conforme as circunstâncias).
- Você é, também, incapaz de aprender magia (pois não é capaz de manejar o simbolismo necessário) embora seja capaz de usar objetos encantados.
- O valor desta desvantagem depende do tipo de cultura na qual o personagem foi criado.
- Primitiva ou medieval (NT menor ou igual a 4):-5 pontos. A maioria das pessoas também não sabe ler.
- Pós-imprensa (NT 5+):-15 pontos. 
- Esta falha lhe trará problemas no dia-a-dia.
- Você será automaticamente analfabeto, mas não receberá pontos por isso.",Módulo Básico,33
DIS-071,FANATISMO | -15,FANATISMO,-15,Mental,"
- Você crê intensamente em um país, religião, etc., e isto é mais importante do que qualquer outra coisa.
- Pode ser que você não morra por ela (depende de sua coragem pessoal), mas certamente a colocará à frente de todo o resto.
- Se seu país/religião/sei-lá-o-quê exigir obediência a um determinado código de comportamento, você o seguirá rigidamente.
- Se ele exigir a obediência a um líder, você o seguirá com toda a lealdade.
- Você precisa representar seu fanatismo.
- Note que fanáticos não precisam ser necessariamente insensatos ou perversos.
- O objeto de seu fanatismo é que faz a diferença.",Módulo Básico,33
DIS-072,GULA | -5,GULA,-5,Mental,"
- Você gosta demais de boa comida e bebida. Se tiver chance, você sempre se sobrecarregará com provisões extras e não deverá nunca perder uma refeição por vontade própria.
- Você precisa de um sucesso em um teste de Vontade para resistir a uma iguaria tentadora ou a um bom vinho, se por alguma razão precisar fazê-lo.
- A Gula não é uma fraqueza terrível, mas sua natureza ficará logo óbvia para todos que o conhecerem.",Módulo Básico,33
DIS-073,HONESTIDADE | -10,HONESTIDADE,-10,Mental,"
 O personagem DEVE obedecer a lei sempre e dar o melhor de si para que os outros também o façam. Ele será compulsivo com relação à lei. Em sua essência, é um outro tipo de Código de Honra (veja pág. 31).
- Numa região onde exista pouca ou nenhuma lei, ele não ficará fora de si, mas agirá como se as leis de seu lugar de origem estivessem em vigor.
- Isto é uma desvantagem, porque frequentemente limitará suas opções.
- Ele deverá fazer um teste de IQ sempre que se defrontar com leis irracionais, para ver se há necessidade de violá-las, e conseguir um sucesso em um teste de Vontade para não se entregar depois.
- Se em algum momento seu personagem agir desonestamente, o Mestre poderá penalizá-lo por má atuação.
- O personagem pode brigar (ou mesmo começar uma briga, se ele o fizer dentro da lei). Ele pode até matar num duelo legal ou em defesa própria, mas nunca poderá assassinar. Ele poderá roubar se houver uma necessidade muito grande, mas apenas como último recurso, e deverá tentar reembolsar as vítimas mais tarde. - Se for preso por um crime que não cometeu, mas tratado de maneira justa e receber a promessa de um julgamento, o personagem não tentará escapar.
- Ele sempre manterá a palavra. (Numa guerra ele poderá agir “desonestamente” contra o inimigo, mas não se sentirá bem com isto).
- O personagem assumirá também que os outros são honestos até saber o contrário (faça um teste de IQ para ver se percebe que uma determinada pessoa pode estar sendo desonesta, se não tiver visto uma prova).
- Naturalmente, a Honestidade traz suas recompensas. Se o personagem conseguir sobreviver e num só lugar por tempo suficiente, ele acabará conhecido por sua honestidade.
- O Mestre poderia lhe conceder um bônus de +1, para ser usado em todos os testes de reação que não envolvam possibilidade de combate, ou +3 em questões que envolvam a verdade ou a honra.
- Este bônus é, em sua essência, um bônus de “reputação” grátis.
- O personagem pode mentir se isto não significar violar a lei.
- A Veracidade (pág. 37) é uma desvantagem distinta.",Módulo Básico,33
DIS-074,IMPULSIVIDADE | -10,IMPULSIVIDADE,-10,Mental,"
- O personagem odeia falar e pensar. Ele prefere a ação.
- Quando estiver só, ele agirá primeiro e pensará depois.
- Em um grupo, quando seus companheiros quiserem parar e discutir uma situação, ele dará sua opinião rapidamente, se o fizer, e depois partirá para a ação.
- Represente esta característica.
- O personagem deverá conseguir um sucesso em um teste de Vontade para ser capaz de esperar e ponderar, se isto for absolutamente necessário.",Módulo Básico,33
DIS-075,AVAREZA | -10,AVAREZA,-10,Mental,"
- Semelhante à Cobiça (pág. 33) exceto que o personagem está muito mais interessado naquilo que ele já tem.
- Um personagem pode ser ambicioso e avarento.
- Ele deverá conseguir um sucesso em um teste de Vontade, toda vez que tiver que gastar algum dinheiro, e deverá procurar sempre o melhor preço.
- Se a despesa for grande, o teste de Vontade deverá estar submetido a um redutor de -5 (ou até maior).
- Uma falha significa que ele se recusará a gastar o dinheiro ou, se houver necessidade absoluta da transação, o personagem deverá regatear e reclamar interminavelmente.",Módulo Básico,34
DIS-076,CLEPTOMANIA | -15,CLEPTOMANIA,-15,Mental,"
- O personagem se sente compelido a roubar, não necessariamente coisas de valor, mas qualquer coisa que ele possa levar.
- Sempre que tiver uma chance de roubar, o personagem deverá fazer um teste de Vontade com um redutor que pode ir até -3, se o objeto tiver um interesse especial para ele (não necessariamente valor, a menos que ele seja pobre ou ambicioso, mas simplesmente “interesse”).
- Se o resultado for uma falha, o personagem deverá tentar furtar o objeto.
- As coisas roubadas deverão ser mantidas ou vendidas — nunca devolvidas ou abandonadas.",Módulo Básico,34
DIS-077,EXCESSO DE CONFIANÇA | -10,EXCESSO DE CONFIANÇA,-10,Mental,"
- Você acha que é mais poderoso, inteligente e/ou competente do que realmente é, e deverá se comportar desta maneira.
- Toda vez que (na opinião do Mestre) você demonstrar um grau de cautela exagerado, deverá fazer um teste de IQ.
- Uma falha significará que você não pode ser cauteloso e deve ir em frente como se fosse capaz de dominar a situação.
- Um personagem com excesso de confiança receberá um bônus de +2 em testes de reação de pessoas jovens ou ingênuas (elas acreditam que ele é tão bom quanto diz ser), e um redutor de -2 de NPCs experientes.
- Esta desvantagem funciona como a Megalomania, só que numa escala reduzida. Robin Hood tinha Excesso de Confiança — ele desafiava estranhos para duelar. Hitler era Megalomaníaco — ele invadiu a Rússia.
- Os heróis normalmente não são megalomaníacos e sim excessivamente auto-confiantes.
- Esta característica exige uma boa atuação.
- Um personagem com excesso de confiança pode ser orgulhoso e jactancioso, ou apenas calmamente determinado. Represente-a!",Módulo Básico,34
DIS-078,INTOLERÂNCIA | -10,INTOLERÂNCIA,-10,Mental,"
- Você não gosta e não confia em pessoas que são diferentes de você.
- Um personagem completamente intolerante (-10 pontos) terá um redutor de -3 em seus testes de reação frente a qualquer pessoa que não pertença à sua raça e/ou classe.
- No caso de uma reação “boa” ele tolerará a pessoa e será tão cortês quanto possível (apesar de frio e reservado).
-No caso de uma reação “neutra” ele ainda tolerará a pessoa, mas deixará claro em palavras e atitudes que ele não faz a mínima questão de vê-la por perto e a considera inferior e/ou repugnante.
- Se a reação for pior, o personagem poderá atacar ou se recusar a se associar com a vítima.
- Uma intolerância dirigida contra uma raça ou classe específica vale desde -5 pontos, quando uma vítima puder ser encontrada com frequência, até -1 (nada mais que uma peculiaridade desagradável), se as vítimas forem raras.
- Os membros de um grupo hostilizado sentirão a intolerância e normalmente reagirão com um redutor de -1 a -5 em relação à pessoa intolerante.
- A Intolerância pode se manifestar também de outras maneiras.
- A Intolerância religiosa pode tomar a forma de um redutor de -3 em testes de reação frente a membros de uma seita em particular (-5 pontos) ou a qualquer um que não pertença à sua própria seita (-10 pontos).
- No caso de uma reação neutra ou melhor, uma pessoa intolerante tentará converter os incréus à sua própria fé.",Módulo Básico,34
DIS-079,INTOLERÂNCIA LEVE | -5,INTOLERÂNCIA LEVE,-5,Mental,"
- Você não gosta e não confia em pessoas que são diferentes de você.
- Um personagem completamente intolerante (-10 pontos) terá um redutor de -3 em seus testes de reação frente a qualquer pessoa que não pertença à sua raça e/ou classe.
- No caso de uma reação “boa” ele tolerará a pessoa e será tão cortês quanto possível (apesar de frio e reservado).
-No caso de uma reação “neutra” ele ainda tolerará a pessoa, mas deixará claro em palavras e atitudes que ele não faz a mínima questão de vê-la por perto e a considera inferior e/ou repugnante.
- Se a reação for pior, o personagem poderá atacar ou se recusar a se associar com a vítima.
- Uma intolerância dirigida contra uma raça ou classe específica vale desde -5 pontos, quando uma vítima puder ser encontrada com frequência, até -1 (nada mais que uma peculiaridade desagradável), se as vítimas forem raras.
- Os membros de um grupo hostilizado sentirão a intolerância e normalmente reagirão com um redutor de -1 a -5 em relação à pessoa intolerante.
- A Intolerância pode se manifestar também de outras maneiras.
- A Intolerância religiosa pode tomar a forma de um redutor de -3 em testes de reação frente a membros de uma seita em particular (-5 pontos) ou a qualquer um que não pertença à sua própria seita (-10 pontos).
- No caso de uma reação neutra ou melhor, uma pessoa intolerante tentará converter os incréus à sua própria fé.",Módulo Básico,34
DIS-080,LUXÚRIA | -15,LUXÚRIA,-15,Mental,"
- O personagem sofre de um desejo incontrolável por romance.
- Em qualquer contato com um membro atraente diante de sua sexualidade, o personagem deverá fazer um teste de Vontade (com um redutor de -5 se a outra pessoa for bonita ou -10 se for muito bonita).
- Uma falha significa que ele deverá tentar uma “cantada”, usando todos os artifícios e perícias de que for capaz.
- Deverá também sofrer as consequências de seus atos, bem sucedidos ou não... punição física, cadeia, doença transmissível ou (possivelmente) alguém apaixonado.
- A menos que o objeto de sua afeição seja Muito Elegante ou Bonito, o personagem precisará apenas de um sucesso por dia em um teste de Vontade para evitar a tentativa de “aproximação”.
- Se um outro personagem o rejeitar com firmeza (ex. um olho preto, ou denúncia por abuso sexual), o Mestre poderá permitir um bônus nas jogadas seguintes.
- Lembre-se, também, que uma pessoa lasciva pode mudar seus padrões de beleza, se nenhum membro realmente atraente do sexo oposto estiver disponível.",Módulo Básico,34
DIS-081,MEGALOMANIA | -10,MEGALOMANIA,-10,Mental,"
- Você acredita que é o super-homem, ou que foi o escolhido para uma grande tarefa, ou que seu destino é conquistar.
- Comece por adotar a desvantagem do Fanatismo, sendo que você é fanático por si próprio!
- Você deve escolher algum objetivo muito grande — normalmente conquistar ou terminar uma tarefa fantástica, e jamais permitirá que algo se interponha entre você e seu objetivo.
- Você poderá atrair seguidores que também serão Fanáticos; mas ninguém além deles gostará de ouvi-lo falar sobre seu talento e planos maravilhosos.
- Personagens jovens ou ingênuos e Fanáticos à procura de uma nova causa terão suas reaçõesmelhoradas com um bônus de +2.
-As reações de outras pessoas estarão submetidas a um redutor de -2.
- Esta é uma desvantagem muito mais adequada a NPCs do que a personagens de jogador.",Módulo Básico,34
DIS-082,PREGUIÇA | -10,PREGUIÇA,-10,Mental,"
- O personagem tem uma aversão muito grande pelo trabalho físico.
- Suas chances de conseguir um aumento ou promoção em qualqueremprego são reduzidas à metade.
- Se ele trabalhar por conta própria, sua renda mensal cairá para a metade.
- O personagem deve tentar evitar o trabalho, principalmente trabalho duro, a qualquer custo. Represente!",Módulo Básico,34
DIS-083,FOBIA GRAVE | -30,FOBIA GRAVE,-30,Mental,"
- Uma “fobia” é um medo de um objeto, criatura ou circunstância específicos. Alguns medos são razoáveis, mas uma fobia é um medo mórbido, irracional e ilógico.
- Quanto mais comum for o objeto ou situação, maior será o valor em pontos da fobia. O medo do escuro vale muito mais do que o medo de encanadores canhotos. As fobias podem ser suaves ou graves. A versão grave vale o dobro.
- Se você sofre de uma fobia suave, será capaz de controlá-la através de sucessos em testes de Vontade. Este tipo de jogada é também chamado de “Verificação de Pânico” (v. pág. 93). Exemplo: Se você sofrer de acrofobia (medo de altura), até poderá subir ao telhado de um edifício alto, se conseguir
antes um sucesso em um teste de Vontade. No entanto, o medo persiste. No caso de conseguir controlar uma fobia suave, você estará submetido a um redutor de -2 em seus atributos IQ e DX enquanto a causa do medo persistir, e deverá fazer uma jogada a cada 10 minutos para ver se o medo não o dominou. Se isto tiver acontecido (i.e., você tiver falhado em sua Verificação de Pânico), sua reação deverá ser escolhida dentre as descritas na tabela existente na pág. 94.
- Se seu caso de fobia for grave (valendo o dobro dos pontos), você estará morto de medo. Em circunstâncias normais você deve simplesmente se recusar ao contato com o objeto de seu medo. Se for forçado a este contato, você deverá fazer uma Verificação de Pânico com um redutor de -4. Enquanto a causa de seu medo persistir, seus atributos DX e IQ estarão submetidos a um redutor de -3 ; novamente fazendo jogadas de teste a cada 10 minutos.
- Se uma vítima de fobia for ameaçada com o objeto temido, ela deverá fazer imediatamente uma Verificação de Pânico com um bônus de +4 (independente do fato de a fobia ser suave ou grave). Se os inimigos realmente lhe infligirem o objeto do medo, ele deverá fazer a Verificação de Pânico normal
(como descrito acima). No caso de uma falha na jogada, a vítima sucumbe mas não necessariamente fala. Veja a perícia Interrogatório. Algumas pessoas podem entrar em pânico e sucumbir, mas continuar se recusando a falar da mesma maneira que algumas pessoas não falam sob tortura.
- Uma situação fóbica é, por definição, carregada de tensão. Qualquer pessoa propensa a mudanças de personalidades, enfurecimento, etc., tem grande chance de sofrer estas reações quando encontra alguma coisa da qual tem medo e falha em sua Verificação de Pânico.",Módulo Básico,35
DIS-084,FOBIA LEVE | -10,FOBIA LEVE,-10,Mental,"
- Uma “fobia” é um medo de um objeto, criatura ou circunstância específicos. Alguns medos são razoáveis, mas uma fobia é um medo mórbido, irracional e ilógico.
- Quanto mais comum for o objeto ou situação, maior será o valor em pontos da fobia. O medo do escuro vale muito mais do que o medo de encanadores canhotos. As fobias podem ser suaves ou graves. A versão grave vale o dobro.
- Se você sofre de uma fobia suave, será capaz de controlá-la através de sucessos em testes de Vontade. Este tipo de jogada é também chamado de “Verificação de Pânico” (v. pág. 93). Exemplo: Se você sofrer de acrofobia (medo de altura), até poderá subir ao telhado de um edifício alto, se conseguir
antes um sucesso em um teste de Vontade. No entanto, o medo persiste. No caso de conseguir controlar uma fobia suave, você estará submetido a um redutor de -2 em seus atributos IQ e DX enquanto a causa do medo persistir, e deverá fazer uma jogada a cada 10 minutos para ver se o medo não o dominou. Se isto tiver acontecido (i.e., você tiver falhado em sua Verificação de Pânico), sua reação deverá ser escolhida dentre as descritas na tabela existente na pág. 94.
- Se seu caso de fobia for grave (valendo o dobro dos pontos), você estará morto de medo. Em circunstâncias normais você deve simplesmente se recusar ao contato com o objeto de seu medo. Se for forçado a este contato, você deverá fazer uma Verificação de Pânico com um redutor de -4. Enquanto a causa de seu medo persistir, seus atributos DX e IQ estarão submetidos a um redutor de -3 ; novamente fazendo jogadas de teste a cada 10 minutos.
- Se uma vítima de fobia for ameaçada com o objeto temido, ela deverá fazer imediatamente uma Verificação de Pânico com um bônus de +4 (independente do fato de a fobia ser suave ou grave). Se os inimigos realmente lhe infligirem o objeto do medo, ele deverá fazer a Verificação de Pânico normal
(como descrito acima). No caso de uma falha na jogada, a vítima sucumbe mas não necessariamente fala. Veja a perícia Interrogatório. Algumas pessoas podem entrar em pânico e sucumbir, mas continuar se recusando a falar da mesma maneira que algumas pessoas não falam sob tortura.
- Uma situação fóbica é, por definição, carregada de tensão. Qualquer pessoa propensa a mudanças de personalidades, enfurecimento, etc., tem grande chance de sofrer estas reações quando encontra alguma coisa da qual tem medo e falha em sua Verificação de Pânico.",Módulo Básico,35
DIS-085,FOBIA MÉDIA | -15,FOBIA MÉDIA,-15,Mental,"
- Uma “fobia” é um medo de um objeto, criatura ou circunstância específicos. Alguns medos são razoáveis, mas uma fobia é um medo mórbido, irracional e ilógico.
- Quanto mais comum for o objeto ou situação, maior será o valor em pontos da fobia. O medo do escuro vale muito mais do que o medo de encanadores canhotos. As fobias podem ser suaves ou graves. A versão grave vale o dobro.
- Se você sofre de uma fobia suave, será capaz de controlá-la através de sucessos em testes de Vontade. Este tipo de jogada é também chamado de “Verificação de Pânico” (v. pág. 93). Exemplo: Se você sofrer de acrofobia (medo de altura), até poderá subir ao telhado de um edifício alto, se conseguir
antes um sucesso em um teste de Vontade. No entanto, o medo persiste. No caso de conseguir controlar uma fobia suave, você estará submetido a um redutor de -2 em seus atributos IQ e DX enquanto a causa do medo persistir, e deverá fazer uma jogada a cada 10 minutos para ver se o medo não o dominou. Se isto tiver acontecido (i.e., você tiver falhado em sua Verificação de Pânico), sua reação deverá ser escolhida dentre as descritas na tabela existente na pág. 94.
- Se seu caso de fobia for grave (valendo o dobro dos pontos), você estará morto de medo. Em circunstâncias normais você deve simplesmente se recusar ao contato com o objeto de seu medo. Se for forçado a este contato, você deverá fazer uma Verificação de Pânico com um redutor de -4. Enquanto a causa de seu medo persistir, seus atributos DX e IQ estarão submetidos a um redutor de -3 ; novamente fazendo jogadas de teste a cada 10 minutos.
- Se uma vítima de fobia for ameaçada com o objeto temido, ela deverá fazer imediatamente uma Verificação de Pânico com um bônus de +4 (independente do fato de a fobia ser suave ou grave). Se os inimigos realmente lhe infligirem o objeto do medo, ele deverá fazer a Verificação de Pânico normal
(como descrito acima). No caso de uma falha na jogada, a vítima sucumbe mas não necessariamente fala. Veja a perícia Interrogatório. Algumas pessoas podem entrar em pânico e sucumbir, mas continuar se recusando a falar da mesma maneira que algumas pessoas não falam sob tortura.
- Uma situação fóbica é, por definição, carregada de tensão. Qualquer pessoa propensa a mudanças de personalidades, enfurecimento, etc., tem grande chance de sofrer estas reações quando encontra alguma coisa da qual tem medo e falha em sua Verificação de Pânico.",Módulo Básico,35
DIS-086,PACIFISMO (AUTO-DEFESA) | -15,PACIFISMO (AUTO-DEFESA),-15,Mental,"
- Apenas significa que o personagem lutará somente para defender a si mesmo ou àqueles de quem ele gosta, usando apenas a força necessária (nenhum golpe preventivo deve ser permitido).
- O personagem deve dar o melhor de si para desencorajar os outros de começar uma briga.",Módulo Básico,35
DIS-087,PACIFISMO (INCAPAZ DE MATAR) | -15,PACIFISMO (INCAPAZ DE MATAR),-15,Mental,"
- Significa que o personagem pode lutar livremente e até mesmo começar uma briga, mas nunca deverá fazer algo que possa provocar a morte de outra pessoa. Isto inclui abandonar um inimigo ferido para morrer “por sua própria conta”.
- Ele deverá, também, fazer todo o possível para evitar que seus companheiros matem.
- O personagem será vítima de um colapso nervoso se matar alguém (ou se sentir-se responsável por uma morte).
- Jogue 3d6 e mostre-se completamente casmurro e inútil (represente!) durante um número de dias igual ao resultado dos dados.
- Durante este período, o personagem precisará de um sucesso em um de teste de Vontade para tentar qualquer tipo de violência contra qualquer pessoa por qualquer motivo.",Módulo Básico,35
DIS-088,PACIFISMO (NÃO-VIOLÊNCIA TOTAL) | -30,PACIFISMO (NÃO-VIOLÊNCIA TOTAL),-30,Mental,"
- Significa exatamente isto.
- Você não levantará a mão contra outra criatura inteligente, por razão nenhuma e deve dar o melhor de sua não-violência para desencorajar o comportamento violento dos outros.
- Você pode se defender contra o ataque de alimais, mosquitos, etc.",Módulo Básico,35
DIS-089,PARANÓIA | -10,PARANÓIA,-10,Mental,"
- Você perdeu o contato com a realidade.
- Especificamente, você acredita que alguém está planejando alguma coisa contra sua pessoa, e nunca confiará em ninguém exceto seus velhos amigos — assim mesmo, sem perdê-los de vista.
- Os outros personagens, compreensivelmente, terão suas reações sub- metidas a um redutor de -2.
- A reação de um NPC paranóico a qualquer pessoa estranha estará sempre submetida a um redutor de -4 e qualquer penalidade “legítima” à reação (ex.: raça ou nacionalidade inamistosa) será dobrada.
- Esta desvantagem casa muito bem com Fantasias que, é claro, tem seu próprio valor como Desvantagem.",Módulo Básico,35
DIS-090,PIROMANIA | -5,PIROMANIA,-5,Mental,"
- Você ama o fogo e gosta de acendê-lo.
- Para uma boa atuação, você não deveria perder nenhuma oportunidade de começar um incêndio ou apreciar um, quando encontrar.
- Faça um teste de Vontade quando for absolutamente necessário reprimir seu amor pelas chamas.",Módulo Básico,36
DIS-091,SADISMO | -15,SADISMO,-15,Mental,"
- Você se delicia com a crueldade... física, mental, ou ambas. (Esta é uma característica particularmente “maligna”, mais adequada para vilões NPCs do que para personagens heróicos.)
-O Mestre pode proibir terminantemente esta desvantagem (ou qualquer outra vantagem ou desvantagem), se ele não desejar que ninguém a represente em sua campanha.
- A reação das pessoas a um sádico conhecido está sempre submetida a um redutor de -3, a menos que elas venham de uma cultura que tenha pouca estima pela vida.
- Quando um sádico tem uma oportunidade de satisfazer seus desejos, mas sabe que não deveria (ex.: porque um prisioneiro deve ser libertado ileso) ele deverá obter um sucesso em um teste de Vontade, a fim de se controlar.
- Note que é possível, apesar de indigno, ser valentão e sádico.",Módulo Básico,36
DIS-092,AZAR | -10,AZAR,-10,Mental,"
- O personagem é simplesmente um azarado. 
- Tudo dá errado para ele e, normalmente, na pior hora possível.
- O Mestre irá, arbitrária e maliciosamente, fazer alguma coisa sair errada para você uma vez em cada sessão de jogo.
- Você fracassará numa jogada de importância vital, ou o inimigo irá aparecer (contra todas as chances do mundo) na pior hora.
- Se o enredo da aventura necessitar que alguma coisa de ruim aconteç a alguém, você será o escolhido.
- O Mestre não pode matar de imediato um personagem com “má sorte”, mas qualquer coisa menos que isso está ótimo.",Módulo Básico,37
DIS-093,DUPLA PERSONALIDADE | -15,DUPLA PERSONALIDADE,-15,Mental,"
- Você tem duas ou mais personalidades, cada uma das quais pode ter seu próprio conjunto de problemas mentais ou padrão de comportamento.
- Isto permite que você tenha Desvantagens Mentais que seriam incompatíveis de outra maneira (ex.: Pacifismo e Fúria, ou Paranóia e Luxúria).
- Cada personalidade deveria ter sua própria ficha.
 - Os atributos básicos podem variar um pouco (ST, DX e HT sendo artificalmente diminuídos por personalidades que “acreditam” ser fracas, desajeitadas ou doentes).
- IQ e Perícias podem ser diferentes e os traços da personalidade podem ser completamente diferentes.
- Em qualquer situação de tensão, O GM fará um teste de IQ. Neste caso, uma falha significará uma mudança para uma outra personalidade.
- Não se exige mais do que um teste/hora (tempo de jogo).
-Qualquer NPC que esteja ciente de seu problema acreditará (possivelmente com razão) que você é um maluco perigoso e suas reações frente a você terão um redutor de -3 pontos.
- Se suas personalidades forem facetas de um único “indivíduo”, esta desvantagem valerá -10 pontos.
- Se as personalidades tiverem pouca consciência umas das outras, interprete suas memórias diferentemente e tenha nomes diferentes. Neste caso, a desvantagem vale -15 pontos.
",Módulo Básico,37
DIS-094,DUPLA PERSONALIDADE LEVE | -10,DUPLA PERSONALIDADE LEVE,-10,Mental,"
- Você tem duas ou mais personalidades, cada uma das quais pode ter seu próprio conjunto de problemas mentais ou padrão de comportamento.
- Isto permite que você tenha Desvantagens Mentais que seriam incompatíveis de outra maneira (ex.: Pacifismo e Fúria, ou Paranóia e Luxúria).
- Cada personalidade deveria ter sua própria ficha.
 - Os atributos básicos podem variar um pouco (ST, DX e HT sendo artificalmente diminuídos por personalidades que “acreditam” ser fracas, desajeitadas ou doentes).
- IQ e Perícias podem ser diferentes e os traços da personalidade podem ser completamente diferentes.
- Em qualquer situação de tensão, O GM fará um teste de IQ. Neste caso, uma falha significará uma mudança para uma outra personalidade.
- Não se exige mais do que um teste/hora (tempo de jogo).
-Qualquer NPC que esteja ciente de seu problema acreditará (possivelmente com razão) que você é um maluco perigoso e suas reações frente a você terão um redutor de -3 pontos.
- Se suas personalidades forem facetas de um único “indivíduo”, esta desvantagem valerá -10 pontos.
- Se as personalidades tiverem pouca consciência umas das outras, interprete suas memórias diferentemente e tenha nomes diferentes. Neste caso, a desvantagem vale -15 pontos.
",Módulo Básico,37
DIS-095,TEIMOSIA | -5,TEIMOSIA,-5,Mental,"
- Você sempre quer fazer as coisas a seu modo e deverá ser uma pessoal difícil de se conviver. Represente!
- Seus amigos podem vir a ter de fazer um bocado de testes de Lábia para conseguir que você os acompanhe em planos perfeitamente razoáveis.
- A reação das outras pessoas com relação a você estará submetida a um redutor de -1 ponto.",Módulo Básico,37
DIS-096,TIMIDEZ GRAVE | -10,TIMIDEZ GRAVE,-10,Mental,"
- Você se sente desconfortável com pessoas estranhas por perto.
- Esta desvantagem existe em três níveis: Suave, Grave e Paralizante. Você deve representar sua timidez.
- Esta desvantagem pode ser recomprada à razão de um nível por vez.
- Timidez Grave: Você se sente muito desconfortável na presença de estranhos e tende a permanecer calado mesmo entre amigos. Todas as perícias que o obrigam a lidar com o público (especialmente Dissimulação, Trovador, Boemia, Diplomacia, Lábia, Liderança, Comércio, Política, Trato Social, Sex-Appeal e Pedagogia) estarão reduzidas em 2 pontos.",Módulo Básico,37
DIS-097,TIMIDEZ PARALIZANTE | -15,TIMIDEZ PARALIZANTE,-15,Mental,"
- Você se sente desconfortável com pessoas estranhas por perto.
- Esta desvantagem existe em três níveis: Suave, Grave e Paralizante. Você deve representar sua timidez.
- Esta desvantagem pode ser recomprada à razão de um nível por vez.
- Você evita estranhos sempre que possível e é incapaz de falar em público. Não poderá aprender nenhuma perícia que envolva o trato com o público. Seus testes nestas perícias com valor pré-definido estarão submetidos a um redutor de -4.",Módulo Básico,37
