skill_id,skill_box_name,skill_name,skill_category,skill_type,skill_difficulty,skill_base_status,skill_pre_defined_level,skill_source_book,skill_source_page,skill_description,skill_prerequisite,skill_parry_modifier
SKILL-139,SOBREVIVÊNCIA | ILHA LITORAL - M|M,SOBREVIVÊNCIA | ILHA LITORAL,Externas,M,M,IQ,"
- IQ -5
- NATURALISTA -3
- DEMAIS SOBREVIVÊNCIA -3",Módulo Básico,57,"
- Esta é a perícia em “viver da terra”, encontrar água e comida de boa qualidade, evitar os perigos, construir abrigos, etc...
- Um teste bem sucedido por dia garante uma vida segura (se não confortável) em uma região inculta. Uma pessoa com esta perícia é capaz de cuidar de até 10 outras. Uma falha significa que cada membro do grupo perdeu 1d6 pontos de vida.
- Modificadores: -2 num continente ou planeta desconhecido; até -5 sob condições climáticas extremas; -5 se estiver completamente sem equipamento.
- Com esta perícia se adquire um “olho clínico” que pode ser usado para descobrir a melhor direção a seguir, encontrar água corrente, uma passagem entre as montanhas ou qualquer outra característica desejada do terreno (supondo que ela exista).
- Esta é também a perícia usada para preparar armadilhas para animais silvestres (um ladrão criado na cidade poderia usar sua habilidade com Armadilhas, mas ele está acostumado a um tipo de “caça” diferente e por isso teria um redutor de -5). Faça um teste para cada armadilha preparada.
- São necessários 30 minutos para improvisar uma armadilha com material comum ou 10 minutos para armar e esconder uma armadilha comercial de aço.
- Naturalmente, você precisaria de horas para cavar um fojo para caça graúda.",,
SKILL-140,SOBREVIVÊNCIA | PANTÂNO - M|M,SOBREVIVÊNCIA | PANTÂNO,Externas,M,M,IQ,"
- IQ -5
- NATURALISTA -3
- DEMAIS SOBREVIVÊNCIA -3",Módulo Básico,57,"
- Esta é a perícia em “viver da terra”, encontrar água e comida de boa qualidade, evitar os perigos, construir abrigos, etc...
- Um teste bem sucedido por dia garante uma vida segura (se não confortável) em uma região inculta. Uma pessoa com esta perícia é capaz de cuidar de até 10 outras. Uma falha significa que cada membro do grupo perdeu 1d6 pontos de vida.
- Modificadores: -2 num continente ou planeta desconhecido; até -5 sob condições climáticas extremas; -5 se estiver completamente sem equipamento.
- Com esta perícia se adquire um “olho clínico” que pode ser usado para descobrir a melhor direção a seguir, encontrar água corrente, uma passagem entre as montanhas ou qualquer outra característica desejada do terreno (supondo que ela exista).
- Esta é também a perícia usada para preparar armadilhas para animais silvestres (um ladrão criado na cidade poderia usar sua habilidade com Armadilhas, mas ele está acostumado a um tipo de “caça” diferente e por isso teria um redutor de -5). Faça um teste para cada armadilha preparada.
- São necessários 30 minutos para improvisar uma armadilha com material comum ou 10 minutos para armar e esconder uma armadilha comercial de aço.
- Naturalmente, você precisaria de horas para cavar um fojo para caça graúda.",,
SKILL-141,SOBREVIVÊNCIA | RADIOTIVO - M|M,SOBREVIVÊNCIA | RADIOTIVO,Externas,M,M,IQ,"
- IQ -5
- NATURALISTA -3
- DEMAIS SOBREVIVÊNCIA -3",Módulo Básico,57,"
- Esta é a perícia em “viver da terra”, encontrar água e comida de boa qualidade, evitar os perigos, construir abrigos, etc...
- Um teste bem sucedido por dia garante uma vida segura (se não confortável) em uma região inculta. Uma pessoa com esta perícia é capaz de cuidar de até 10 outras. Uma falha significa que cada membro do grupo perdeu 1d6 pontos de vida.
- Modificadores: -2 num continente ou planeta desconhecido; até -5 sob condições climáticas extremas; -5 se estiver completamente sem equipamento.
- Com esta perícia se adquire um “olho clínico” que pode ser usado para descobrir a melhor direção a seguir, encontrar água corrente, uma passagem entre as montanhas ou qualquer outra característica desejada do terreno (supondo que ela exista).
- Esta é também a perícia usada para preparar armadilhas para animais silvestres (um ladrão criado na cidade poderia usar sua habilidade com Armadilhas, mas ele está acostumado a um tipo de “caça” diferente e por isso teria um redutor de -5). Faça um teste para cada armadilha preparada.
- São necessários 30 minutos para improvisar uma armadilha com material comum ou 10 minutos para armar e esconder uma armadilha comercial de aço.
- Naturalmente, você precisaria de horas para cavar um fojo para caça graúda.",,
SKILL-142,RASTREAMENTO - M|M,RASTREAMENTO,Externas,M,M,IQ,"
- IQ -5
- NATURALISTA -5",Módulo Básico,57,"
- Esta é a habilidade em seguir o rastro deixado por um homem ou animal.
- Faça um teste de Rastreamento para achar uma pista e mais um a cada 5 minutos de viagem. 
- Modificadores: -5 se a pista tiver mais de uma dia; -10 se tiver mais de uma semana; +5 se estiver seguindo um homem; +10 se estiver seguindo um grupo de homens.
- O terreno também influi (exemplos: -3 no deserto; -5 sobre terreno rochoso; -10 nas ruas de uma cidade. Todos os bônus de Visão devem ser levados em conta.).
- Esta perícia é usada também se você desejar apagar seu rastro (lembre-se que seu tempo de viagem será dobrado se você estiver fazendo isto). Um sucesso em um teste de habilidade indica que você fez um trabalho bom o suficiente para que sua trilha não seja encontrada por ninguém a não ser alguém com esta perícia. Se você estiver sendo seguido por um outro rastreador, o Mestre fará uma disputa entre o seu NH e o dele, usando os modificadores expostos acima. Será feito um teste para cada quilômetro de viagem. Se em algum momento o rastreador perder uma disputa, ele terá perdido a pista.
- Use sua Furtividade (pág. 67) para perseguir um animal depois de ter encontrado sua pista.",,
SKILL-143,CONTABILIDADE - M|D,CONTABILIDADE,Profissionais,M,D,IQ,"
- IQ -10
- COMÉRCIO -5
- MATEMÁTICA -5",Módulo Básico,58,"
- Esta é a capacidade de manter atualizados os livros de uma empresa, examinar as condições de um negócio, etc., sendo útil principalmente como um meio de conseguir um emprego. No entanto, um sucesso num teste de Contabilidade (que exigirá mais ou menos 2 horas de estudo) poderá lhe dizer se os registros de uma empresa estão corretos (o que pode ser importante de vez em quando). 
- Modificadores: -5 se você só puder dar uma olhada apressada nos números; +5 se você tiver o dia todo; + 5 se você tiver a vantagem Talento para Matemática.",ALFABETIZADO,
SKILL-144,OPERAÇÃO DE APARELHOS ELETRÔNICOS | COMUNICAÇÕES - M|F,OPERAÇÃO DE APARELHOS ELETRÔNICOS | COMUNICAÇÕES,Profissionais,M,F,IQ,"
- IQ -5
- ELETRÔNICA ADEQUADA -3",Módulo Básico,58,"
- Esta perícia permite a utilização de equipamento eletrônico dentro de uma especialidade conhecida. Não há necessidade de testes de habilidade para a utilização normal diária do equipamento.
- Eles são necessários apenas nas situações de emergência, nos casos de uso “anormal” do equipamento ou na utilização de equipamentos complexos por pessoas inexperientes.
- Um teste bem sucedido permitirá também que se conserte um equipamento de um tipo conhecido. O tempo necessário para cada tentativa fica por conta do Mestre.
- Modificadores: -2 se os esquemas não estiverem disponíveis; -5 sem as ferramentas apropriadas; -4 quando estiver trabalhando fora de sua especialidade.
- Nota: Os motores elétricos são cobertos pela perícia Mecânica e não pela Eletrônica.",,
SKILL-145,OPERAÇÃO DE APARELHOS ELETRÔNICOS | COMPUTADORES - M|F,OPERAÇÃO DE APARELHOS ELETRÔNICOS | COMPUTADORES,Profissionais,M,F,IQ,"
- IQ -5
- ELETRÔNICA ADEQUADA -3",Módulo Básico,58,"
- Esta perícia permite a utilização de equipamento eletrônico dentro de uma especialidade conhecida. Não há necessidade de testes de habilidade para a utilização normal diária do equipamento.
- Eles são necessários apenas nas situações de emergência, nos casos de uso “anormal” do equipamento ou na utilização de equipamentos complexos por pessoas inexperientes.
- Um teste bem sucedido permitirá também que se conserte um equipamento de um tipo conhecido. O tempo necessário para cada tentativa fica por conta do Mestre.
- Modificadores: -2 se os esquemas não estiverem disponíveis; -5 sem as ferramentas apropriadas; -4 quando estiver trabalhando fora de sua especialidade.
- Nota: Os motores elétricos são cobertos pela perícia Mecânica e não pela Eletrônica.",,
SKILL-146,OPERAÇÃO DE APARELHOS ELETRÔNICOS | SISTEMA DE SEGURANÇA - M|F,OPERAÇÃO DE APARELHOS ELETRÔNICOS | SISTEMA DE SEGURANÇA,Profissionais,M,F,IQ,"
- IQ -5
- ELETRÔNICA ADEQUADA -3",Módulo Básico,58,"
- Esta perícia permite a utilização de equipamento eletrônico dentro de uma especialidade conhecida. Não há necessidade de testes de habilidade para a utilização normal diária do equipamento.
- Eles são necessários apenas nas situações de emergência, nos casos de uso “anormal” do equipamento ou na utilização de equipamentos complexos por pessoas inexperientes.
- Um teste bem sucedido permitirá também que se conserte um equipamento de um tipo conhecido. O tempo necessário para cada tentativa fica por conta do Mestre.
- Modificadores: -2 se os esquemas não estiverem disponíveis; -5 sem as ferramentas apropriadas; -4 quando estiver trabalhando fora de sua especialidade.
- Nota: Os motores elétricos são cobertos pela perícia Mecânica e não pela Eletrônica.",,
SKILL-147,OPERAÇÃO DE APARELHOS ELETRÔNICOS | ARMAS - M|F,OPERAÇÃO DE APARELHOS ELETRÔNICOS | ARMAS,Profissionais,M,F,IQ,"
- IQ -5
- ELETRÔNICA ADEQUADA -3",Módulo Básico,58,"
- Esta perícia permite a utilização de equipamento eletrônico dentro de uma especialidade conhecida. Não há necessidade de testes de habilidade para a utilização normal diária do equipamento.
- Eles são necessários apenas nas situações de emergência, nos casos de uso “anormal” do equipamento ou na utilização de equipamentos complexos por pessoas inexperientes.
- Um teste bem sucedido permitirá também que se conserte um equipamento de um tipo conhecido. O tempo necessário para cada tentativa fica por conta do Mestre.
- Modificadores: -2 se os esquemas não estiverem disponíveis; -5 sem as ferramentas apropriadas; -4 quando estiver trabalhando fora de sua especialidade.
- Nota: Os motores elétricos são cobertos pela perícia Mecânica e não pela Eletrônica.",,
SKILL-148,OPERAÇÃO DE COMPUTADORES - M|F,OPERAÇÃO DE COMPUTADORES,Profissionais,M,F,IQ,"
- IQ -4",Módulo Básico,58,"
- Esta é a capacidade de operar um computador, extrair dados, executar programas já existentes, jogar video-games, etc... Isto não é a mesma coisa que programação (que é uma perícia à parte e mais difícil).
- Modificadores: -3 ou mais no caso de um computador ou um programa estranhos.
- Esta perícia está disponível apenas em NT 7+.
- Personagens oriundos de NTs mais baixos não podem usar esta perícia como condicionada, a menos que tenham tido tempo para se familiarizar com os computadores.",,
SKILL-149,HERÁLDICA - M|M,HERÁLDICA,Profissionais,M,M,IQ,"
- IQ -5
- TRATO SOCIAL -3
",Módulo Básico,58,"
- Esta é a perícia em projetar e reconhecer escudos de armas, cores e divisas de um clã e outros emblemas.
- Se tiver sucesso em um teste de habilidade, um heráldico será capaz de reconhecer um cavaleiro ou um nobre pelo estandarte ou escudo que está sendo conduzido e descrevê-los apropriadamente em termos de heráldica.
- Poderá também criar brasões dignos e atraentes para novos nobres (sem conflitar com os padrões existentes).
- A heráldica é também importante em cenários de ficção científica.
Os testes de Heráldica terão modificadores baseados no fato de o padrão ser bem conhecido (até +5), raro (-1 ou pior) ou oriundo de um país completamente estranho para o heráldico (no mínimo -5).",,
SKILL-150,JURISPRUDÊNCIA - M|D,JURISPRUDÊNCIA,Profissionais,M,D,IQ,"
- IQ -6",Módulo Básico,58,"
- Modificadores: +4 se o personagem estiver lidando com a Jurisprudência de uma área específica. Um sucesso em um teste de habilidade permitir-lhe-á lembrar, deduzir ou conceber uma resposta para uma pergunta sobre a lei.
- Lembre-se, no entanto, que poucas perguntas legais têm uma resposta precisa (até mesmo um especialista será vago ou ambíguo em seus conselhos).
- Muitos advogados se especializam numa área particular (exs.: marcas e patentes, contratos, defesa criminal).
- O Mestre poderá exigir um teste de habilidade caso você (ou seu cliente) acabe num tribunal.
- A jogada dependerá muito do sistema legal de seu universo ficcional. Em alguns cenários, ser um advogado é uma ofensa grave ...",,
SKILL-151,AGRONOMIA - M|M,AGRONOMIA,Científicas,M,M,IQ,"
- IQ -5",Módulo Básico,59,"
- Esta é a ciência do cultivo de vegetais.
- Um agrônomo poderia responder a perguntas ou resolver problemas relacionados com a agricultura e a pecuária. Um fazendeiro experiente é um agrônomo, quer ele conheça a palavra, quer não.",,
SKILL-152,ALQUIMIA - M|MD,ALQUIMIA,Científicas,M,MD,IQ,,Módulo Básico,59,"
- Esta é a ciência das transmutações mágicas. Ela é coberta em detalhes em sua própria página.",,
SKILL-153,ANTROPOLOGIA - M|MD,ANTROPOLOGIA,Científicas,M,MD,IQ,"
- IQ -6",Módulo Básico,59,"
- Este é o estudo da cultura e evolução da humanidade. Um antropólogo conhece os costumes dos grupos primitivos (e não-tão-primitivos) de seres humanos (ou de outras criaturas inteligentes que eles estudem).
- Os testes de Antropologia poderiam ser usados para explicar, ou até predizer, os rituais e costumes estranhos que um viajante poderia encontrar.",,
SKILL-154,ARQUEOLOGIA - M|D,ARQUEOLOGIA,Científicas,M,D,IQ,"
- IQ -6",Módulo Básico,59,"
- Este é o estudo das civilizações antigas. Um arqueólogo se sente em casa com escavações, cacos de louça de barro, inscrições, etc.
- No caso de um sucesso em um teste de habilidade, um arqueólogo é capaz de responder perguntas sobre história antiga, identificar artefatos e línguas mortas, etc.
- Às vezes um arqueólogo terá informações relacionadas com o ocultismo (ex.: Segredos Antigos e Coisas que Não Estão Destinadas ao Conhecimento Humano).",,
SKILL-155,ARQUITETURA - M|M,ARQUITETURA,Científicas,M,M,IQ,"
- IQ -5",Módulo Básico,59,"
- Esta é a perícia no projeto de edifícios e a inferência da forma dos edifícios a partir de sua função e vice-versa.
- Um sucesso em um teste de Arquitetura lhe permitiria tirar conclusões sobre um edifício desconhecido, encontrar um aposento ou passagem secreta, etc.
- Modificadores: -2 se o edifício for de um tipo desconhecido; -5 se for alienígena.",,
SKILL-156,ASTRONOMIA - M|D,ASTRONOMIA,Científicas,M,D,IQ,"
- IQ -6",Módulo Básico,60,"
- Este é o estudo das estrelas e outros corpos siderais.
- Um astrônomo seria capaz de resolver problemas relacionados com o Sol, os planetas do sistema solar, meteoritos e assim por diante.
- Em NT 4 e abaixo, esta perícia se confunde com a Astrologia, combinando o conhecimento das estrelas e constelações com uma grande quantidade de mitologia e previsão do futuro.",,
SKILL-157,BIOQUÍMICA - M|MD,BIOQUÍMICA,Científicas,M,MD,IQ,"
- QUÍMICA -5",Módulo Básico,60,Este é o estudo da química dos seres vivos. Um bioquímico é um especialista nas reações químicas que sustentam a vida.,QUÍMICA,
SKILL-158,BOTÂNICA - M|MD,BOTÂNICA,Científicas,M,MD,IQ,"
- IQ -6
- AGRONOMIA -5",Módulo Básico,60,"
- Este é o estudo das plantas. Um botânico seria capaz de identificar plantas, fazer suposições quanto ao habitat e propriedades de uma planta desconhecida, etc...",,
SKILL-159,QUÍMICA - M|D,QUÍMICA,Científicas,M,D,IQ,"
- IQ -6",Módulo Básico,60,"
- Este é o estudo da matéria. Um químico seria capaz de identificar os elementos, compostos simples (não necessariamente medicamentos ou substâncias mágicas, etc.). De posse do equipamento adequado ele seria capaz de realizar análises e sínteses complexas.",,
SKILL-160,PROGRAMAÇÃO DE COMPUTADORES - M|D,PROGRAMAÇÃO DE COMPUTADORES,Científicas,M,D,IQ,,Módulo Básico,60,"
- Esta é a habilidade de escrever e depurar programas de computador.
- Um sucesso em um teste de habilidade (entre outras coisas) permitir-lhe-ia descobrir um “bug” em um programa; descobrir qual o objetivo do programa a partir de uma listagem; resolver problemas relacionados com computadores ou programação de computadores e, tendo tempo suficiente, escrever programas novos.
- O tempo necessário varia muito.
- Modificadores: -5  se o personagem estiver com pressa (a critério do Mestre); +5 se ele tiver tempo à vontade; -5 ou pior se o programa for escrito numa linguagem desconhecida.",OPERAÇÃO DE COMPUTADORES,
SKILL-161,CRIMINOLOGIA - M|M,CRIMINOLOGIA,Científicas,M,M,IQ,"
- IQ -4",Módulo Básico,60,"
- Este é o estudo do crime e da mente criminosa. Um criminologista usaria sua perícia para encontrar e interpretar pistas, fazer suposições quanto ao comportamento dos criminosos, etc.
-Apesar desta perícia não usar o NH em Manha como nível pré-definido, o Mestre poderá permitir sua substituição por um teste de sua perícia Manha em certas situações, principalmente quando se tratar de adivinhar as intenções de um criminoso.",,
SKILL-162,ECONOMIA - M|D,ECONOMIA,Científicas,M,D,IQ,"
- IQ -6
- COMÉRCIO -6",Módulo Básico,60,"
- Este é o estudo do dinheiro, câmbio e transações bancárias. Um economista poderia responder a questões sobre investimentos, programas econômicos, etc. Ele seria capaz também de predizer os efeitos locais de mudanças econômicas (introdução de novos materiais ou técnicas, destruição de uma usina elétrica ou mercado e situações similares).",,
SKILL-163,ECOLOGIA - M|D,ECOLOGIA,Científicas,M,D,IQ,"
- IQ -6
- NATURALISTA -6",Módulo Básico,60,"
- Este é o estudo das relações entre os seres vivos, ou de todo o ambiente.
- Esta ciência não existe em NT abaixo de 6. Use Naturalista em seu lugar.
- Um ecologista seria capaz de dizer (por exemplo) quais criaturas são vitais para um ambiente e quais não; se o homem seria capaz de se adaptar a um ambiente novo; que efeito uma determinada mudança poderia ter sobre o meio-ambiente ou que papel uma certa criatura desempenha em seu habitat.",,
SKILL-164,ELETRÔNICA | COMUNICAÇÕES - M|D,ELETRÔNICA | COMUNICAÇÕES,Científicas,M,D,IQ,"
- OUTRA ELETRÔNICA -4",Módulo Básico,60,"
- Esta é a engenharia eletrônica, a habilidade de projetar e construir aparelhos eletrônicos. Um teste bem sucedido permitiria, p.ex., determinar o propósito de um dispositivo desconhecido, diagnosticar uma falha, realizar um conserto, projetar novos sistemas, desenvolver um artifício para resolver um problema.
- Modificadores: +5 para construir um aparelho se o jogador for capaz de dar ao Mestre uma boa descrição do que ele pretende fazer; -5 se o personagem estiver trabalhando fora de sua especialidade. As diferenças de nível tecnológico serão muito importantes.
- Um engenheiro eletrônico deve ter uma especialidade dentre as relacionadas na descrição da perícia Operação de Equipamentos Eletrônicos (pág. 58).
- Lembre-se que um engenheiro eletrônico não é necessariamente um perito na operação dos aparelhos que ele projeta ou conserta. O nível pré-definido da perícia Operação de Equipamentos Eletrônicos é Eletrônica-3.",MATEMÁTICA,
SKILL-165,ELETRÔNICA | COMPUTADORES - M|D,ELETRÔNICA | COMPUTADORES,Científicas,M,D,IQ,"
- OUTRA ELETRÔNICA -4",Módulo Básico,60,"
- Esta é a engenharia eletrônica, a habilidade de projetar e construir aparelhos eletrônicos. Um teste bem sucedido permitiria, p.ex., determinar o propósito de um dispositivo desconhecido, diagnosticar uma falha, realizar um conserto, projetar novos sistemas, desenvolver um artifício para resolver um problema.
- Modificadores: +5 para construir um aparelho se o jogador for capaz de dar ao Mestre uma boa descrição do que ele pretende fazer; -5 se o personagem estiver trabalhando fora de sua especialidade. As diferenças de nível tecnológico serão muito importantes.
- Um engenheiro eletrônico deve ter uma especialidade dentre as relacionadas na descrição da perícia Operação de Equipamentos Eletrônicos (pág. 58).
- Lembre-se que um engenheiro eletrônico não é necessariamente um perito na operação dos aparelhos que ele projeta ou conserta. O nível pré-definido da perícia Operação de Equipamentos Eletrônicos é Eletrônica-3.",,
SKILL-166,ELETRÔNICA | SISTEMA DE SEGURANÇA - M|D,ELETRÔNICA | SISTEMA DE SEGURANÇA,Científicas,M,D,IQ,"
- OUTRA ELETRÔNICA -4",Módulo Básico,60,"
- Esta é a engenharia eletrônica, a habilidade de projetar e construir aparelhos eletrônicos. Um teste bem sucedido permitiria, p.ex., determinar o propósito de um dispositivo desconhecido, diagnosticar uma falha, realizar um conserto, projetar novos sistemas, desenvolver um artifício para resolver um problema.
- Modificadores: +5 para construir um aparelho se o jogador for capaz de dar ao Mestre uma boa descrição do que ele pretende fazer; -5 se o personagem estiver trabalhando fora de sua especialidade. As diferenças de nível tecnológico serão muito importantes.
- Um engenheiro eletrônico deve ter uma especialidade dentre as relacionadas na descrição da perícia Operação de Equipamentos Eletrônicos (pág. 58).
- Lembre-se que um engenheiro eletrônico não é necessariamente um perito na operação dos aparelhos que ele projeta ou conserta. O nível pré-definido da perícia Operação de Equipamentos Eletrônicos é Eletrônica-3.",,
SKILL-167,ELETRÔNICA | ARMAS - M|D,ELETRÔNICA | ARMAS,Científicas,M,D,IQ,"
- OUTRA ELETRÔNICA -4",Módulo Básico,60,"
- Esta é a engenharia eletrônica, a habilidade de projetar e construir aparelhos eletrônicos. Um teste bem sucedido permitiria, p.ex., determinar o propósito de um dispositivo desconhecido, diagnosticar uma falha, realizar um conserto, projetar novos sistemas, desenvolver um artifício para resolver um problema.
- Modificadores: +5 para construir um aparelho se o jogador for capaz de dar ao Mestre uma boa descrição do que ele pretende fazer; -5 se o personagem estiver trabalhando fora de sua especialidade. As diferenças de nível tecnológico serão muito importantes.
- Um engenheiro eletrônico deve ter uma especialidade dentre as relacionadas na descrição da perícia Operação de Equipamentos Eletrônicos (pág. 58).
- Lembre-se que um engenheiro eletrônico não é necessariamente um perito na operação dos aparelhos que ele projeta ou conserta. O nível pré-definido da perícia Operação de Equipamentos Eletrônicos é Eletrônica-3.",,
SKILL-168,ENGENHARIA MECÂNICA - M|D,ENGENHARIA MECÂNICA,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",MECÂNICA,
SKILL-169,ENGENHARIA MECÂNICA | MÁQUINAS PRIMITIVAS - M|D,ENGENHARIA MECÂNICA | MÁQUINAS PRIMITIVAS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",MECÂNICA,
SKILL-170,ENGENHARIA MECÂNICA | MÁQUINAS PRIMITIVAS - M|D,ENGENHARIA MECÂNICA | MÁQUINAS PRIMITIVAS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",MECÂNICA,
SKILL-171,ENGENHARIA MECÂNICA | MINERÇÃO - M|D,ENGENHARIA MECÂNICA | MINERÇÃO,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",GEOLOGIA,
SKILL-172,ENGENHARIA MECÂNICA | VEÍCULOS - M|D,ENGENHARIA MECÂNICA | VEÍCULOS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",MECÂNICA | MOTORES A COMBUSTÃO,
SKILL-173,ENGENHARIA MECÂNICA | BOMBAS E ARMADILHAS - M|D,ENGENHARIA MECÂNICA | BOMBAS E ARMADILHAS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",ARMADILHAS,
SKILL-174,ENGENHARIA MECÂNICA | ENCANAMENTOS - M|D,ENGENHARIA MECÂNICA | ENCANAMENTOS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",,
SKILL-175,ENGENHARIA MECÂNICA | ENGRENAGENS - M|D,ENGENHARIA MECÂNICA | ENGRENAGENS,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",MECÂNICA | MECANISMOS COM ENGRENAGENS,
SKILL-176,ENGENHARIA MECÂNICA | ELETRICIDADE - M|D,ENGENHARIA MECÂNICA | ELETRICIDADE,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",,
SKILL-177,ENGENHARIA MECÂNICA | ENGENHARIA DE COMBATE - M|D,ENGENHARIA MECÂNICA | ENGENHARIA DE COMBATE,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",,
SKILL-178,ENGENHARIA MECÂNICA | ARMAS DE FOGO - M|D,ENGENHARIA MECÂNICA | ARMAS DE FOGO,Científicas,M,D,IQ,"
- MECÂNICA-6",Módulo Básico,60,"
- Esta é a perícia no projeto e construção de mecanismos complexos. Um sucesso em um teste permitirá (por exemplo) determinar o propósito de ummecanismo desconhecido, diagnosticar um problema elétrico ou mecânico, fazer um reparo, projetar um novo mecanismo, improvisar um aparelho para resolver um problema.
- O tempo exigido para cada tentativa fica a cargo do Mestre.
- Modificadores: iguais aos da Eletrônica.
- Um engenheiro mecânico deve ter uma especialização (v. pág. 43) em um campo particular.",,
