consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
ELEXIR-007,Elixir da Coruja,Elixir da Coruja | Superior,Superior,Elixir,Manipulação de Atributos,,12 Horas,"Aumenta a IQ do usuário, temporariamente, em +1.",12.0,800,0.6,"
- Um líquido translúcido de tonalidade azul-violeta suave, com reflexos prateados que se reorganizam lentamente como padrões de tinta em água.
- Quando o frasco é agitado, o conteúdo forma espirais elegantes e simétricas que demoram a desaparecer, sugerindo ordem, paciência e percepção silenciosa. Sua consistência é leve, porém estável, escorrendo pelo vidro em trilhas finas e precisas.
- O aroma é discreto e contemplativo — pergaminho antigo, ervas secas e um leve traço mineral frio que lembra ar noturno.
- Ao ser ingerido, a sensação não é física, mas cognitiva: pensamentos desaceleram para se tornarem mais claros, detalhes antes ignorados emergem e conexões surgem com naturalidade. A mente parece observar antes de reagir, como se ganhasse distância e profundidade ao mesmo tempo.
- Quando o efeito termina, essa clareza se dissipa gradualmente, deixando uma leve fadiga mental.","
- O bônus afeta testes de IQ, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de IQ igual a 1 por 8 Horas.",,
ELEXIR-008,Elixir da Coruja,Elixir da Coruja | Excelente,Excelente,Elixir,Manipulação de Atributos,,18 Horas,"Aumenta a IQ do usuário, temporariamente, em +1.",8.0,1600,0.5,"
- Um líquido translúcido de tonalidade azul-violeta suave, com reflexos prateados que se reorganizam lentamente como padrões de tinta em água.
- Quando o frasco é agitado, o conteúdo forma espirais elegantes e simétricas que demoram a desaparecer, sugerindo ordem, paciência e percepção silenciosa. Sua consistência é leve, porém estável, escorrendo pelo vidro em trilhas finas e precisas.
- O aroma é discreto e contemplativo — pergaminho antigo, ervas secas e um leve traço mineral frio que lembra ar noturno.
- Ao ser ingerido, a sensação não é física, mas cognitiva: pensamentos desaceleram para se tornarem mais claros, detalhes antes ignorados emergem e conexões surgem com naturalidade. A mente parece observar antes de reagir, como se ganhasse distância e profundidade ao mesmo tempo.
- Quando o efeito termina, essa clareza se dissipa gradualmente, deixando uma leve fadiga mental.","
- O bônus afeta testes de IQ, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de IQ igual a 1 por 4 Horas.",,
ELEXIR-009,Elixir da Coruja,Elixir da Coruja | Obra-Prima,Obra-Prima,Elixir,Manipulação de Atributos,,24 Horas,"Aumenta a IQ do usuário, temporariamente, em +2.",4.0,3200,0.4,"
- Um líquido translúcido de tonalidade azul-violeta suave, com reflexos prateados que se reorganizam lentamente como padrões de tinta em água.
- Quando o frasco é agitado, o conteúdo forma espirais elegantes e simétricas que demoram a desaparecer, sugerindo ordem, paciência e percepção silenciosa. Sua consistência é leve, porém estável, escorrendo pelo vidro em trilhas finas e precisas.
- O aroma é discreto e contemplativo — pergaminho antigo, ervas secas e um leve traço mineral frio que lembra ar noturno.
- Ao ser ingerido, a sensação não é física, mas cognitiva: pensamentos desaceleram para se tornarem mais claros, detalhes antes ignorados emergem e conexões surgem com naturalidade. A mente parece observar antes de reagir, como se ganhasse distância e profundidade ao mesmo tempo.
- Quando o efeito termina, essa clareza se dissipa gradualmente, deixando uma leve fadiga mental.","
- O bônus afeta testes de IQ, e todos os atributos basedos nesta.",,
ELEXIR-010,Elixir da Raposa,Elixir da Raposa | Comum,Comum,Elixir,Manipulação de Atributos,,6 Horas,"Aumenta a DX do usuário, temporariamente, em +1.",20.0,200,0.8,"
- Um líquido translúcido de tonalidade âmbar-alaranjada com reflexos dourados rápidos que parecem escapar ao olhar direto.
- Quando o frasco é movimentado, o conteúdo forma redemoinhos ágeis e elegantes, criando padrões que surgem e desaparecem com precisão quase calculada. Sua fluidez é leve e extremamente responsiva, escorrendo pelo vidro em trilhas finas que se dividem e se recombinam como movimentos bem executados.
- O aroma é vivo e sutil — ervas leves, casca cítrica e um toque seco que remete a folhas em movimento.
- Ao ser ingerido, a sensação é imediata: o corpo parece ajustar tensões invisíveis, articulações respondem com suavidade e movimentos se tornam naturais, precisos e silenciosos.
- Gestos pequenos ganham refinamento, reflexos se antecipam e o usuário percebe uma confiança física elegante.
- Quando o efeito se dissipa, essa precisão cede lugar a uma leve sensação de descompasso motor.","
- O bônus afeta testes de DX, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de DX igual a 1 por 18 Horas.",,
ELEXIR-011,Elixir da Raposa,Elixir da Raposa | Boa,Boa,Elixir,Manipulação de Atributos,,9 Horas,"Aumenta a DX do usuário, temporariamente, em +1.",16.0,400,0.7,"
- Um líquido translúcido de tonalidade âmbar-alaranjada com reflexos dourados rápidos que parecem escapar ao olhar direto.
- Quando o frasco é movimentado, o conteúdo forma redemoinhos ágeis e elegantes, criando padrões que surgem e desaparecem com precisão quase calculada. Sua fluidez é leve e extremamente responsiva, escorrendo pelo vidro em trilhas finas que se dividem e se recombinam como movimentos bem executados.
- O aroma é vivo e sutil — ervas leves, casca cítrica e um toque seco que remete a folhas em movimento.
- Ao ser ingerido, a sensação é imediata: o corpo parece ajustar tensões invisíveis, articulações respondem com suavidade e movimentos se tornam naturais, precisos e silenciosos.
- Gestos pequenos ganham refinamento, reflexos se antecipam e o usuário percebe uma confiança física elegante.
- Quando o efeito se dissipa, essa precisão cede lugar a uma leve sensação de descompasso motor.","
- O bônus afeta testes de DX, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de DX igual a 1 por 12 Horas.",,
ELEXIR-012,Elixir da Raposa,Elixir da Raposa | Superior,Superior,Elixir,Manipulação de Atributos,,12 Horas,"Aumenta a DX do usuário, temporariamente, em +1.",12.0,800,0.6,"
- Um líquido translúcido de tonalidade âmbar-alaranjada com reflexos dourados rápidos que parecem escapar ao olhar direto.
- Quando o frasco é movimentado, o conteúdo forma redemoinhos ágeis e elegantes, criando padrões que surgem e desaparecem com precisão quase calculada. Sua fluidez é leve e extremamente responsiva, escorrendo pelo vidro em trilhas finas que se dividem e se recombinam como movimentos bem executados.
- O aroma é vivo e sutil — ervas leves, casca cítrica e um toque seco que remete a folhas em movimento.
- Ao ser ingerido, a sensação é imediata: o corpo parece ajustar tensões invisíveis, articulações respondem com suavidade e movimentos se tornam naturais, precisos e silenciosos.
- Gestos pequenos ganham refinamento, reflexos se antecipam e o usuário percebe uma confiança física elegante.
- Quando o efeito se dissipa, essa precisão cede lugar a uma leve sensação de descompasso motor.","
- O bônus afeta testes de IQ, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de DX igual a 1 por 8 Horas.",,
ELEXIR-013,Elixir da Raposa,Elixir da Raposa | Excelente,Excelente,Elixir,Manipulação de Atributos,,18 Horas,"Aumenta a DX do usuário, temporariamente, em +1.",8.0,1600,0.5,"
- Um líquido translúcido de tonalidade âmbar-alaranjada com reflexos dourados rápidos que parecem escapar ao olhar direto.
- Quando o frasco é movimentado, o conteúdo forma redemoinhos ágeis e elegantes, criando padrões que surgem e desaparecem com precisão quase calculada. Sua fluidez é leve e extremamente responsiva, escorrendo pelo vidro em trilhas finas que se dividem e se recombinam como movimentos bem executados.
- O aroma é vivo e sutil — ervas leves, casca cítrica e um toque seco que remete a folhas em movimento.
- Ao ser ingerido, a sensação é imediata: o corpo parece ajustar tensões invisíveis, articulações respondem com suavidade e movimentos se tornam naturais, precisos e silenciosos.
- Gestos pequenos ganham refinamento, reflexos se antecipam e o usuário percebe uma confiança física elegante.
- Quando o efeito se dissipa, essa precisão cede lugar a uma leve sensação de descompasso motor.","
- O bônus afeta testes de DX, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de DX igual a 1 por 4 Horas.",,
ELEXIR-014,Elixir da Raposa,Elixir da Raposa | Obra-Prima,Obra-Prima,Elixir,Manipulação de Atributos,,24 Horas,"Aumenta a DX do usuário, temporariamente, em +2.",4.0,3200,0.4,"
- Um líquido translúcido de tonalidade âmbar-alaranjada com reflexos dourados rápidos que parecem escapar ao olhar direto.
- Quando o frasco é movimentado, o conteúdo forma redemoinhos ágeis e elegantes, criando padrões que surgem e desaparecem com precisão quase calculada. Sua fluidez é leve e extremamente responsiva, escorrendo pelo vidro em trilhas finas que se dividem e se recombinam como movimentos bem executados.
- O aroma é vivo e sutil — ervas leves, casca cítrica e um toque seco que remete a folhas em movimento.
- Ao ser ingerido, a sensação é imediata: o corpo parece ajustar tensões invisíveis, articulações respondem com suavidade e movimentos se tornam naturais, precisos e silenciosos.
- Gestos pequenos ganham refinamento, reflexos se antecipam e o usuário percebe uma confiança física elegante.
- Quando o efeito se dissipa, essa precisão cede lugar a uma leve sensação de descompasso motor.","
- O bônus afeta testes de DX, e todos os atributos basedos nesta.",,
ELEXIR-015,Elixir do Urso,Elixir do Urso | Comum,Comum,Elixir,Manipulação de Atributos,,6 Horas,"Aumenta a HT do usuário, temporariamente, em +1.",20.0,200,0.8,"
- Um líquido encorpado de tonalidade castanho-escura com reflexos dourados profundos, lembrando mel antigo misturado a madeira úmida.
- Quando o frasco é movimentado, o conteúdo forma ondas pesadas e estáveis, transmitindo a impressão de densidade e resistência. Pequenas partículas opacas permanecem suspensas, como sedimentos que reforçam a sensação de robustez e solidez.
- O aroma é quente e reconfortante — raízes, resina e um leve traço adocicado que remete a mel silvestre.
- Ao ser ingerido, a sensação surge como um peso agradável no corpo: a respiração se torna profunda, o pulso desacelera e a presença física parece mais firme. Fadiga e desconforto tornam-se mais fáceis de suportar, como se o corpo ganhasse reserva extra para resistir.
- Quando o efeito termina, essa estabilidade recua, deixando uma sensação clara de cansaço latente.","
- O bônus afeta testes de HT, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de HT igual a 1 por 18 Horas.",,
ELEXIR-016,Elixir do Urso,Elixir do Urso | Boa,Boa,Elixir,Manipulação de Atributos,,9 Horas,"Aumenta a HT do usuário, temporariamente, em +1.",16.0,400,0.7,"
- Um líquido encorpado de tonalidade castanho-escura com reflexos dourados profundos, lembrando mel antigo misturado a madeira úmida.
- Quando o frasco é movimentado, o conteúdo forma ondas pesadas e estáveis, transmitindo a impressão de densidade e resistência. Pequenas partículas opacas permanecem suspensas, como sedimentos que reforçam a sensação de robustez e solidez.
- O aroma é quente e reconfortante — raízes, resina e um leve traço adocicado que remete a mel silvestre.
- Ao ser ingerido, a sensação surge como um peso agradável no corpo: a respiração se torna profunda, o pulso desacelera e a presença física parece mais firme. Fadiga e desconforto tornam-se mais fáceis de suportar, como se o corpo ganhasse reserva extra para resistir.
- Quando o efeito termina, essa estabilidade recua, deixando uma sensação clara de cansaço latente.","
- O bônus afeta testes de HT, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de HT igual a 1 por 12 Horas.",,
ELEXIR-017,Elixir do Urso,Elixir do Urso | Superior,Superior,Elixir,Manipulação de Atributos,,12 Horas,"Aumenta a HT do usuário, temporariamente, em +1.",12.0,800,0.6,"
- Um líquido encorpado de tonalidade castanho-escura com reflexos dourados profundos, lembrando mel antigo misturado a madeira úmida.
- Quando o frasco é movimentado, o conteúdo forma ondas pesadas e estáveis, transmitindo a impressão de densidade e resistência. Pequenas partículas opacas permanecem suspensas, como sedimentos que reforçam a sensação de robustez e solidez.
- O aroma é quente e reconfortante — raízes, resina e um leve traço adocicado que remete a mel silvestre.
- Ao ser ingerido, a sensação surge como um peso agradável no corpo: a respiração se torna profunda, o pulso desacelera e a presença física parece mais firme. Fadiga e desconforto tornam-se mais fáceis de suportar, como se o corpo ganhasse reserva extra para resistir.
- Quando o efeito termina, essa estabilidade recua, deixando uma sensação clara de cansaço latente.","
- O bônus afeta testes de HT, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de HT igual a 1 por 8 Horas.",,
ELEXIR-018,Elixir do Urso,Elixir do Urso | Excelente,Excelente,Elixir,Manipulação de Atributos,,18 Horas,"Aumenta a HT do usuário, temporariamente, em +1.",8.0,1600,0.5,"
- Um líquido encorpado de tonalidade castanho-escura com reflexos dourados profundos, lembrando mel antigo misturado a madeira úmida.
- Quando o frasco é movimentado, o conteúdo forma ondas pesadas e estáveis, transmitindo a impressão de densidade e resistência. Pequenas partículas opacas permanecem suspensas, como sedimentos que reforçam a sensação de robustez e solidez.
- O aroma é quente e reconfortante — raízes, resina e um leve traço adocicado que remete a mel silvestre.
- Ao ser ingerido, a sensação surge como um peso agradável no corpo: a respiração se torna profunda, o pulso desacelera e a presença física parece mais firme. Fadiga e desconforto tornam-se mais fáceis de suportar, como se o corpo ganhasse reserva extra para resistir.
- Quando o efeito termina, essa estabilidade recua, deixando uma sensação clara de cansaço latente.","
- O bônus afeta testes de HT, e todos os atributos basedos nesta.
- Ao término do efeito, o usuário sofre redução temporária de HT igual a 1 por 4 Horas.",,
ELEXIR-019,Elixir do Urso,Elixir do Urso | Obra-Prima,Obra-Prima,Elixir,Manipulação de Atributos,,24 Horas,"Aumenta a HT do usuário, temporariamente, em +2.",4.0,3200,0.4,"
- Um líquido encorpado de tonalidade castanho-escura com reflexos dourados profundos, lembrando mel antigo misturado a madeira úmida.
- Quando o frasco é movimentado, o conteúdo forma ondas pesadas e estáveis, transmitindo a impressão de densidade e resistência. Pequenas partículas opacas permanecem suspensas, como sedimentos que reforçam a sensação de robustez e solidez.
- O aroma é quente e reconfortante — raízes, resina e um leve traço adocicado que remete a mel silvestre.
- Ao ser ingerido, a sensação surge como um peso agradável no corpo: a respiração se torna profunda, o pulso desacelera e a presença física parece mais firme. Fadiga e desconforto tornam-se mais fáceis de suportar, como se o corpo ganhasse reserva extra para resistir.
- Quando o efeito termina, essa estabilidade recua, deixando uma sensação clara de cansaço latente.","
- O bônus afeta testes de HT, e todos os atributos basedos nesta.",,
ELEXIR-020,Elixir do Dragão,Elixir do Dragão | Comum,Comum,Elixir,Manipulação de Atributos,,6 Horas,"Aumenta todos os atributos primários do usuário, temporariamente, em +1.",32.0,400,0.8,"
- Um líquido de tonalidade rubi-violeta profunda atravessado por reflexos dourados e escarlates que se movem como chamas lentas dentro do frasco.
- Diferente de outros elixires, sua aparência parece instável — cores se sobrepõem, brilhos surgem em camadas e breves pulsações percorrem o conteúdo como batidas de um coração antigo. Quando agitado, forma espirais densas que lembram fumaça líquida, sugerindo poder concentrado além de qualquer preparo comum.
- O aroma é intenso e complexo — resina aquecida, especiarias raras, metal quente e um fundo mineral antigo.
- Ao ser ingerido, a sensação é imediata e avassaladora: o corpo se fortalece, a mente se expande, movimentos se tornam precisos e a resistência parece inabalável. Há uma clara percepção de estar além dos próprios limites, como se múltiplas capacidades fossem elevadas simultaneamente.
- Quando o efeito termina, essa ascensão recua de forma perceptível, deixando um vazio momentâneo e fadiga generalizada.","
- O bônus afeta todo e qualquer teste.
- Ao término do efeito, o usuário sofre redução temporária de todos os atributos primários, igual a 1 por 18 Horas.",,
ELEXIR-021,Elixir do Dragão,Elixir do Dragão | Boa,Boa,Elixir,Manipulação de Atributos,,9 Horas,"Aumenta todos os atributos primários do usuário, temporariamente, em +1.",28.0,800,0.7,"
- Um líquido de tonalidade rubi-violeta profunda atravessado por reflexos dourados e escarlates que se movem como chamas lentas dentro do frasco.
- Diferente de outros elixires, sua aparência parece instável — cores se sobrepõem, brilhos surgem em camadas e breves pulsações percorrem o conteúdo como batidas de um coração antigo. Quando agitado, forma espirais densas que lembram fumaça líquida, sugerindo poder concentrado além de qualquer preparo comum.
- O aroma é intenso e complexo — resina aquecida, especiarias raras, metal quente e um fundo mineral antigo.
- Ao ser ingerido, a sensação é imediata e avassaladora: o corpo se fortalece, a mente se expande, movimentos se tornam precisos e a resistência parece inabalável. Há uma clara percepção de estar além dos próprios limites, como se múltiplas capacidades fossem elevadas simultaneamente.
- Quando o efeito termina, essa ascensão recua de forma perceptível, deixando um vazio momentâneo e fadiga generalizada.","
- O bônus afeta todo e qualquer teste.
- Ao término do efeito, o usuário sofre redução temporária de todos os atributos primários, igual a 1 por 12 Horas.",,
ELEXIR-022,Elixir do Dragão,Elixir do Dragão | Superior,Superior,Elixir,Manipulação de Atributos,,12 Horas,"Aumenta todos os atributos primários do usuário, temporariamente, em +1.",24.0,1600,0.6,"
- Um líquido de tonalidade rubi-violeta profunda atravessado por reflexos dourados e escarlates que se movem como chamas lentas dentro do frasco.
- Diferente de outros elixires, sua aparência parece instável — cores se sobrepõem, brilhos surgem em camadas e breves pulsações percorrem o conteúdo como batidas de um coração antigo. Quando agitado, forma espirais densas que lembram fumaça líquida, sugerindo poder concentrado além de qualquer preparo comum.
- O aroma é intenso e complexo — resina aquecida, especiarias raras, metal quente e um fundo mineral antigo.
- Ao ser ingerido, a sensação é imediata e avassaladora: o corpo se fortalece, a mente se expande, movimentos se tornam precisos e a resistência parece inabalável. Há uma clara percepção de estar além dos próprios limites, como se múltiplas capacidades fossem elevadas simultaneamente.
- Quando o efeito termina, essa ascensão recua de forma perceptível, deixando um vazio momentâneo e fadiga generalizada.","
- O bônus afeta todo e qualquer teste.
- Ao término do efeito, o usuário sofre redução temporária de todos os atributos primários, igual a 1 por 8 Horas.",,
ELEXIR-023,Elixir do Dragão,Elixir do Dragão | Excelente,Excelente,Elixir,Manipulação de Atributos,,18 Horas,"Aumenta todos os atributos primários do usuário, temporariamente, em +1.",20.0,3200,0.5,"
- Um líquido de tonalidade rubi-violeta profunda atravessado por reflexos dourados e escarlates que se movem como chamas lentas dentro do frasco.
- Diferente de outros elixires, sua aparência parece instável — cores se sobrepõem, brilhos surgem em camadas e breves pulsações percorrem o conteúdo como batidas de um coração antigo. Quando agitado, forma espirais densas que lembram fumaça líquida, sugerindo poder concentrado além de qualquer preparo comum.
- O aroma é intenso e complexo — resina aquecida, especiarias raras, metal quente e um fundo mineral antigo.
- Ao ser ingerido, a sensação é imediata e avassaladora: o corpo se fortalece, a mente se expande, movimentos se tornam precisos e a resistência parece inabalável. Há uma clara percepção de estar além dos próprios limites, como se múltiplas capacidades fossem elevadas simultaneamente.
- Quando o efeito termina, essa ascensão recua de forma perceptível, deixando um vazio momentâneo e fadiga generalizada.","
- O bônus afeta todo e qualquer teste.
- Ao término do efeito, o usuário sofre redução temporária de todos os atributos primários, igual a 1 por 4 Horas.",,
ELEXIR-024,Elixir do Dragão,Elixir do Dragão | Obra-Prima,Obra-Prima,Elixir,Manipulação de Atributos,,24 Horas,"Aumenta todos os atributos primários do usuário, temporariamente, em +2.",16.0,6400,0.4,"
- Um líquido de tonalidade rubi-violeta profunda atravessado por reflexos dourados e escarlates que se movem como chamas lentas dentro do frasco.
- Diferente de outros elixires, sua aparência parece instável — cores se sobrepõem, brilhos surgem em camadas e breves pulsações percorrem o conteúdo como batidas de um coração antigo. Quando agitado, forma espirais densas que lembram fumaça líquida, sugerindo poder concentrado além de qualquer preparo comum.
- O aroma é intenso e complexo — resina aquecida, especiarias raras, metal quente e um fundo mineral antigo.
- Ao ser ingerido, a sensação é imediata e avassaladora: o corpo se fortalece, a mente se expande, movimentos se tornam precisos e a resistência parece inabalável. Há uma clara percepção de estar além dos próprios limites, como se múltiplas capacidades fossem elevadas simultaneamente.
- Quando o efeito termina, essa ascensão recua de forma perceptível, deixando um vazio momentâneo e fadiga generalizada.","
- O bônus afeta todo e qualquer teste.",,
ELEXIR-025,Elixir do Gato,Elixir do Gato | Comum,Comum,Elixir,Utilidade,,2 Horas,Garente ao usuário visão noturna temporariamente.,16.0,150,0.8,"
- Um líquido translúcido de tonalidade verde-amarelada suave, com reflexos felinos que surgem como filetes luminosos verticais quando o frasco é inclinado.
- À luz fraca, esses reflexos se intensificam, criando a impressão de olhos observando através do vidro. Sua consistência é leve e silenciosa, formando ondulações finas que desaparecem rapidamente, como movimentos quase imperceptíveis.
- O aroma é discreto e fresco — ervas noturnas, folhas úmidas e um leve traço mineral frio.
- Ao ser ingerido, a mudança é gradual: sombras ganham profundidade, contornos antes perdidos tornam-se distinguíveis e a escuridão deixa de ser um obstáculo para se tornar apenas mais um ambiente. A percepção visual se ajusta com naturalidade, como se os olhos aprendessem novamente a enxergar.
- Quando o efeito termina, a escuridão parece momentaneamente mais densa por contraste.",,,
ELEXIR-026,Elixir do Gato,Elixir do Gato | Boa,Boa,Elixir,Utilidade,,3 Horas,Garente ao usuário visão noturna temporariamente.,12.0,300,0.7,"
- Um líquido translúcido de tonalidade verde-amarelada suave, com reflexos felinos que surgem como filetes luminosos verticais quando o frasco é inclinado.
- À luz fraca, esses reflexos se intensificam, criando a impressão de olhos observando através do vidro. Sua consistência é leve e silenciosa, formando ondulações finas que desaparecem rapidamente, como movimentos quase imperceptíveis.
- O aroma é discreto e fresco — ervas noturnas, folhas úmidas e um leve traço mineral frio.
- Ao ser ingerido, a mudança é gradual: sombras ganham profundidade, contornos antes perdidos tornam-se distinguíveis e a escuridão deixa de ser um obstáculo para se tornar apenas mais um ambiente. A percepção visual se ajusta com naturalidade, como se os olhos aprendessem novamente a enxergar.
- Quando o efeito termina, a escuridão parece momentaneamente mais densa por contraste.",,,
ELEXIR-027,Elixir do Gato,Elixir do Gato | Superior,Superior,Elixir,Utilidade,,4 Horas,Garente ao usuário visão noturna temporariamente.,10.0,450,0.6,"
- Um líquido translúcido de tonalidade verde-amarelada suave, com reflexos felinos que surgem como filetes luminosos verticais quando o frasco é inclinado.
- À luz fraca, esses reflexos se intensificam, criando a impressão de olhos observando através do vidro. Sua consistência é leve e silenciosa, formando ondulações finas que desaparecem rapidamente, como movimentos quase imperceptíveis.
- O aroma é discreto e fresco — ervas noturnas, folhas úmidas e um leve traço mineral frio.
- Ao ser ingerido, a mudança é gradual: sombras ganham profundidade, contornos antes perdidos tornam-se distinguíveis e a escuridão deixa de ser um obstáculo para se tornar apenas mais um ambiente. A percepção visual se ajusta com naturalidade, como se os olhos aprendessem novamente a enxergar.
- Quando o efeito termina, a escuridão parece momentaneamente mais densa por contraste.",,,
ELEXIR-028,Elixir do Gato,Elixir do Gato | Excelente,Excelente,Elixir,Utilidade,,5 Horas,Garente ao usuário visão noturna temporariamente.,8.0,600,0.5,"
- Um líquido translúcido de tonalidade verde-amarelada suave, com reflexos felinos que surgem como filetes luminosos verticais quando o frasco é inclinado.
- À luz fraca, esses reflexos se intensificam, criando a impressão de olhos observando através do vidro. Sua consistência é leve e silenciosa, formando ondulações finas que desaparecem rapidamente, como movimentos quase imperceptíveis.
- O aroma é discreto e fresco — ervas noturnas, folhas úmidas e um leve traço mineral frio.
- Ao ser ingerido, a mudança é gradual: sombras ganham profundidade, contornos antes perdidos tornam-se distinguíveis e a escuridão deixa de ser um obstáculo para se tornar apenas mais um ambiente. A percepção visual se ajusta com naturalidade, como se os olhos aprendessem novamente a enxergar.
- Quando o efeito termina, a escuridão parece momentaneamente mais densa por contraste.",,,
ELEXIR-029,Elixir do Gato,Elixir do Gato | Obra-Prima,Obra-Prima,Elixir,Utilidade,,6 Horas,Garente ao usuário visão de sombras temporariamente.,4.0,750,0.4,"
- Um líquido translúcido de tonalidade verde-amarelada suave, com reflexos felinos que surgem como filetes luminosos verticais quando o frasco é inclinado.
- À luz fraca, esses reflexos se intensificam, criando a impressão de olhos observando através do vidro. Sua consistência é leve e silenciosa, formando ondulações finas que desaparecem rapidamente, como movimentos quase imperceptíveis.
- O aroma é discreto e fresco — ervas noturnas, folhas úmidas e um leve traço mineral frio.
- Ao ser ingerido, a mudança é gradual: sombras ganham profundidade, contornos antes perdidos tornam-se distinguíveis e a escuridão deixa de ser um obstáculo para se tornar apenas mais um ambiente. A percepção visual se ajusta com naturalidade, como se os olhos aprendessem novamente a enxergar.
- Quando o efeito termina, a escuridão parece momentaneamente mais densa por contraste.",,,
ELEXIR-030,Elixir do Sapo,Elixir do Sapo | Comum,Comum,Elixir,Utilidade,,2 Horas,Garante ao usuário a habilidade de respirar debaixo d'água.,16.0,150,0.8,"
- Um líquido translúcido de tonalidade verde-pálida com leves reflexos azulados que se movem lentamente, como bolhas presas em água parada.
- Quando o frasco é agitado, pequenas esferas de ar se formam e permanecem suspensas por alguns instantes antes de desaparecer, sugerindo a adaptação entre ar e água. Sua consistência é leve e refrescante, deixando no vidro trilhas fluidas que lembram condensação.
- O aroma é úmido e vegetal — água doce, folhas aquáticas e um leve toque mineral fresco.
- Ao ser ingerido, a sensação começa na garganta com um frescor suave, seguida por uma respiração que parece mais profunda e eficiente. O corpo se ajusta gradualmente: o impulso de prender o ar desaparece, a água deixa de provocar pânico e respirar torna-se possível mesmo submerso, como se o corpo lembrasse um instinto antigo.
- Quando o efeito termina, a necessidade de ar retorna de forma abrupta e evidente.",,,
ELEXIR-031,Elixir do Sapo,Elixir do Sapo | Boa,Boa,Elixir,Utilidade,,3 Horas,Garante ao usuário a habilidade de respirar debaixo d'água.,12.0,300,0.7,"
- Um líquido translúcido de tonalidade verde-pálida com leves reflexos azulados que se movem lentamente, como bolhas presas em água parada.
- Quando o frasco é agitado, pequenas esferas de ar se formam e permanecem suspensas por alguns instantes antes de desaparecer, sugerindo a adaptação entre ar e água. Sua consistência é leve e refrescante, deixando no vidro trilhas fluidas que lembram condensação.
- O aroma é úmido e vegetal — água doce, folhas aquáticas e um leve toque mineral fresco.
- Ao ser ingerido, a sensação começa na garganta com um frescor suave, seguida por uma respiração que parece mais profunda e eficiente. O corpo se ajusta gradualmente: o impulso de prender o ar desaparece, a água deixa de provocar pânico e respirar torna-se possível mesmo submerso, como se o corpo lembrasse um instinto antigo.
- Quando o efeito termina, a necessidade de ar retorna de forma abrupta e evidente.",,,
ELEXIR-032,Elixir do Sapo,Elixir do Sapo | Superior,Superior,Elixir,Utilidade,,4 Horas,Garante ao usuário a habilidade de respirar debaixo d'água.,10.0,450,0.6,"
- Um líquido translúcido de tonalidade verde-pálida com leves reflexos azulados que se movem lentamente, como bolhas presas em água parada.
- Quando o frasco é agitado, pequenas esferas de ar se formam e permanecem suspensas por alguns instantes antes de desaparecer, sugerindo a adaptação entre ar e água. Sua consistência é leve e refrescante, deixando no vidro trilhas fluidas que lembram condensação.
- O aroma é úmido e vegetal — água doce, folhas aquáticas e um leve toque mineral fresco.
- Ao ser ingerido, a sensação começa na garganta com um frescor suave, seguida por uma respiração que parece mais profunda e eficiente. O corpo se ajusta gradualmente: o impulso de prender o ar desaparece, a água deixa de provocar pânico e respirar torna-se possível mesmo submerso, como se o corpo lembrasse um instinto antigo.
- Quando o efeito termina, a necessidade de ar retorna de forma abrupta e evidente.",,,
ELEXIR-033,Elixir do Sapo,Elixir do Sapo | Excelente,Excelente,Elixir,Utilidade,,5 Horas,Garante ao usuário a habilidade de respirar debaixo d'água.,8.0,600,0.5,"
- Um líquido translúcido de tonalidade verde-pálida com leves reflexos azulados que se movem lentamente, como bolhas presas em água parada.
- Quando o frasco é agitado, pequenas esferas de ar se formam e permanecem suspensas por alguns instantes antes de desaparecer, sugerindo a adaptação entre ar e água. Sua consistência é leve e refrescante, deixando no vidro trilhas fluidas que lembram condensação.
- O aroma é úmido e vegetal — água doce, folhas aquáticas e um leve toque mineral fresco.
- Ao ser ingerido, a sensação começa na garganta com um frescor suave, seguida por uma respiração que parece mais profunda e eficiente. O corpo se ajusta gradualmente: o impulso de prender o ar desaparece, a água deixa de provocar pânico e respirar torna-se possível mesmo submerso, como se o corpo lembrasse um instinto antigo.
- Quando o efeito termina, a necessidade de ar retorna de forma abrupta e evidente.",,,
